order_number,customer_id,product_id,order_date,units,sale_price,currency,order_mode,updated_at
1379,1893,6,09/21/2025,6,23.13,USD,NEW,2026-02-06 22:12:47
1380,2963,4,05/18/2025,4,92.11,INR,NEW,2026-02-06 22:12:47
1381,250,4,01/12/2025,8,7.19,INR,NEW,2026-02-06 22:12:47
1382,2584,6,04/22/2025,8,46.83,CAD,NEW,2026-02-06 22:12:47
1383,97,8,06/03/2025,7,38.20,USD,NEW,2026-02-06 22:12:47
1384,1394,3,11/19/2025,7,97.58,EUR,NEW,2026-02-06 22:12:47
1385,928,5,04/29/2025,6,30.07,INR,NEW,2026-02-06 22:12:47
1386,1195,9,06/06/2025,9,65.06,USD,NEW,2026-02-06 22:12:47
1387,1096,3,07/03/2025,4,26.95,USD,NEW,2026-02-06 22:12:47
1388,950,9,02/28/2025,3,91.46,USD,NEW,2026-02-06 22:12:47
1389,1465,9,04/18/2025,9,44.44,CAD,NEW,2026-02-06 22:12:47
1390,2812,5,08/01/2025,3,48.48,CAD,NEW,2026-02-06 22:12:47
1391,257,9,12/16/2025,1,77.33,CAD,NEW,2026-02-06 22:12:47
1392,2597,4,07/24/2025,6,76.76,USD,NEW,2026-02-06 22:12:47
1393,367,8,06/28/2025,4,98.18,EUR,NEW,2026-02-06 22:12:47
1394,1548,2,09/22/2025,3,3.92,CAD,NEW,2026-02-06 22:12:47
1395,1980,3,06/26/2025,4,35.72,INR,NEW,2026-02-06 22:12:47
1396,1711,6,03/29/2025,5,80.96,USD,NEW,2026-02-06 22:12:47
1397,2666,7,02/05/2025,2,81.46,INR,NEW,2026-02-06 22:12:47
1398,191,7,11/01/2025,4,22.35,USD,NEW,2026-02-06 22:12:47
1399,348,8,01/16/2025,8,12.32,INR,NEW,2026-02-06 22:12:47
1400,1353,7,06/25/2025,1,4.71,INR,NEW,2026-02-06 22:12:47
1401,2600,7,10/07/2025,4,6.24,USD,NEW,2026-02-06 22:12:47
1402,2499,9,11/19/2025,2,92.62,EUR,NEW,2026-02-06 22:12:47
1403,1571,5,02/27/2025,3,79.05,USD,NEW,2026-02-06 22:12:47
1404,23,6,12/06/2025,8,49.12,CAD,NEW,2026-02-06 22:12:47
1405,2354,9,06/25/2025,8,36.31,USD,NEW,2026-02-06 22:12:47
1406,400,8,06/18/2025,10,27.60,USD,NEW,2026-02-06 22:12:47
1407,1298,10,11/10/2025,5,28.98,CAD,NEW,2026-02-06 22:12:47
1408,216,8,04/20/2025,8,5.70,USD,NEW,2026-02-06 22:12:47
1409,1554,4,11/27/2025,1,76.45,CAD,NEW,2026-02-06 22:12:47
1410,2876,1,10/19/2025,7,58.46,EUR,NEW,2026-02-06 22:12:47
1411,2457,2,08/31/2025,5,98.90,CAD,NEW,2026-02-06 22:12:47
1412,1796,2,04/26/2025,3,52.48,CAD,NEW,2026-02-06 22:12:47
1413,1604,3,12/21/2025,10,74.19,USD,NEW,2026-02-06 22:12:47
1414,368,3,03/06/2025,6,46.38,CAD,NEW,2026-02-06 22:12:47
1415,404,10,05/25/2025,8,50.68,CAD,NEW,2026-02-06 22:12:47
1416,1152,9,02/20/2025,4,18.11,EUR,NEW,2026-02-06 22:12:47
1417,2624,10,11/24/2025,5,48.87,USD,NEW,2026-02-06 22:12:47
1418,415,5,12/01/2025,5,2.60,INR,NEW,2026-02-06 22:12:47
1419,1586,6,02/01/2025,1,23.29,INR,NEW,2026-02-06 22:12:47
1420,483,3,02/18/2025,9,3.92,USD,NEW,2026-02-06 22:12:47
1421,1398,3,09/21/2025,2,16.79,INR,NEW,2026-02-06 22:12:47
1422,816,6,09/27/2025,6,80.34,EUR,NEW,2026-02-06 22:12:47
1423,1436,9,01/12/2025,2,16.54,CAD,NEW,2026-02-06 22:12:47
1424,1786,3,06/15/2025,3,84.90,USD,NEW,2026-02-06 22:12:47
1425,1513,9,09/13/2025,9,4.69,USD,NEW,2026-02-06 22:12:47
1426,2073,10,12/06/2025,6,26.71,EUR,NEW,2026-02-06 22:12:47
1427,2427,7,10/15/2025,3,18.84,USD,NEW,2026-02-06 22:12:47
1428,24,4,05/03/2025,6,14.05,CAD,NEW,2026-02-06 22:12:47
1429,1617,7,02/27/2025,3,34.47,USD,NEW,2026-02-06 22:12:47
1430,1840,6,01/07/2026,6,90.06,CAD,NEW,2026-02-06 22:12:47
1431,2808,6,05/06/2025,10,66.73,CAD,NEW,2026-02-06 22:12:47
1432,343,1,10/02/2025,6,35.91,EUR,NEW,2026-02-06 22:12:47
1433,395,2,11/26/2025,4,65.91,USD,NEW,2026-02-06 22:12:47
1434,638,1,03/26/2025,10,60.28,USD,NEW,2026-02-06 22:12:47
1435,1498,10,07/19/2025,9,44.57,CAD,NEW,2026-02-06 22:12:47
1436,1798,9,01/08/2026,4,21.05,INR,NEW,2026-02-06 22:12:47
1437,1985,4,11/27/2025,8,89.40,EUR,NEW,2026-02-06 22:12:47
1438,1016,3,03/09/2025,1,93.47,CAD,NEW,2026-02-06 22:12:47
1439,2593,1,02/18/2025,2,69.66,EUR,NEW,2026-02-06 22:12:47
1440,1015,1,09/13/2025,4,33.57,INR,NEW,2026-02-06 22:12:47
1441,137,5,10/25/2025,10,41.64,USD,NEW,2026-02-06 22:12:47
1442,400,6,03/26/2025,4,47.13,CAD,NEW,2026-02-06 22:12:47
1443,1724,2,07/19/2025,6,68.26,EUR,NEW,2026-02-06 22:12:47
1444,1508,3,04/14/2025,3,99.75,USD,NEW,2026-02-06 22:12:47
1445,1865,7,12/19/2025,1,60.24,CAD,NEW,2026-02-06 22:12:47
1446,246,9,06/11/2025,1,61.97,CAD,NEW,2026-02-06 22:12:47
1447,1107,5,01/27/2025,3,64.48,CAD,NEW,2026-02-06 22:12:47
1448,2024,3,02/15/2025,8,54.23,EUR,NEW,2026-02-06 22:12:47
1449,1423,9,01/16/2025,4,24.67,USD,NEW,2026-02-06 22:12:47
1450,1183,9,04/29/2025,6,0.14,USD,NEW,2026-02-06 22:12:47
1451,2389,8,02/03/2025,8,48.20,EUR,NEW,2026-02-06 22:12:47
1452,1853,4,07/28/2025,5,76.19,CAD,NEW,2026-02-06 22:12:47
1453,1846,6,07/13/2025,3,10.24,USD,NEW,2026-02-06 22:12:47
1454,2636,8,07/07/2025,3,78.79,USD,NEW,2026-02-06 22:12:47
1455,713,10,01/09/2026,9,44.42,CAD,NEW,2026-02-06 22:12:47
1456,1502,7,12/09/2025,4,47.23,CAD,NEW,2026-02-06 22:12:47
1457,1061,1,10/18/2025,4,27.67,CAD,NEW,2026-02-06 22:12:47
1458,693,3,12/26/2025,10,22.73,EUR,NEW,2026-02-06 22:12:47
1459,2646,8,04/12/2025,6,97.63,CAD,NEW,2026-02-06 22:12:47
1460,1206,6,10/06/2025,10,58.83,CAD,NEW,2026-02-06 22:12:47
1461,1450,3,10/15/2025,7,13.35,CAD,NEW,2026-02-06 22:12:47
1462,2326,3,07/23/2025,4,8.72,USD,NEW,2026-02-06 22:12:47
1463,582,1,06/11/2025,10,42.24,EUR,NEW,2026-02-06 22:12:47
1464,2492,3,05/10/2025,9,42.04,EUR,NEW,2026-02-06 22:12:47
1465,2548,1,03/25/2025,2,35.62,CAD,NEW,2026-02-06 22:12:47
1466,1880,7,05/01/2025,6,64.84,USD,NEW,2026-02-06 22:12:47
1467,1041,4,01/27/2025,9,80.87,CAD,NEW,2026-02-06 22:12:47
1468,2980,9,01/10/2026,9,74.72,INR,NEW,2026-02-06 22:12:47
1469,633,1,08/25/2025,4,96.02,USD,NEW,2026-02-06 22:12:47
1470,2997,3,03/02/2025,1,26.44,CAD,NEW,2026-02-06 22:12:47
1471,2773,8,10/07/2025,2,83.40,CAD,NEW,2026-02-06 22:12:47
1472,1713,3,11/16/2025,1,47.51,EUR,NEW,2026-02-06 22:12:47
1473,1850,1,07/09/2025,5,98.46,USD,NEW,2026-02-06 22:12:47
1474,1531,9,05/25/2025,4,13.93,EUR,NEW,2026-02-06 22:12:47
1475,2501,7,01/05/2026,4,65.21,EUR,NEW,2026-02-06 22:12:47
1476,2098,8,10/23/2025,4,51.06,CAD,NEW,2026-02-06 22:12:47
1477,686,1,08/01/2025,8,4.72,EUR,NEW,2026-02-06 22:12:47
1478,2585,3,02/19/2025,9,43.00,INR,NEW,2026-02-06 22:12:47
1479,1114,6,03/16/2025,2,8.24,INR,NEW,2026-02-06 22:12:47
1480,1925,8,03/22/2025,8,34.57,USD,NEW,2026-02-06 22:12:47
1481,2811,4,09/07/2025,8,71.47,EUR,NEW,2026-02-06 22:12:47
1482,1726,4,08/28/2025,4,91.23,INR,NEW,2026-02-06 22:12:47
1483,2761,5,08/07/2025,5,81.59,EUR,NEW,2026-02-06 22:12:47
1484,534,1,04/20/2025,9,97.31,EUR,NEW,2026-02-06 22:12:47
1485,2693,10,11/07/2025,7,31.30,USD,NEW,2026-02-06 22:12:47
1486,96,6,01/03/2026,5,50.91,CAD,NEW,2026-02-06 22:12:47
1487,64,10,01/03/2025,10,86.43,CAD,NEW,2026-02-06 22:12:47
1488,845,5,09/29/2025,9,75.40,USD,NEW,2026-02-06 22:12:47
1489,677,10,11/21/2025,3,41.19,INR,NEW,2026-02-06 22:12:47
1490,1465,4,11/06/2025,9,53.16,INR,NEW,2026-02-06 22:12:47
1491,2435,4,08/04/2025,10,10.82,USD,NEW,2026-02-06 22:12:47
1492,358,6,03/30/2025,10,45.70,USD,NEW,2026-02-06 22:12:47
1493,1768,1,04/14/2025,7,77.74,CAD,NEW,2026-02-06 22:12:47
1494,391,2,04/09/2025,2,4.29,EUR,NEW,2026-02-06 22:12:47
1495,2258,6,09/16/2025,9,46.97,INR,NEW,2026-02-06 22:12:47
1496,2020,7,12/11/2025,1,74.23,CAD,NEW,2026-02-06 22:12:47
1497,1668,4,04/10/2025,4,51.24,INR,NEW,2026-02-06 22:12:47
1498,2600,1,01/14/2025,8,49.79,EUR,NEW,2026-02-06 22:12:47
1499,2647,6,09/22/2025,2,37.94,CAD,NEW,2026-02-06 22:12:47
1500,2722,1,05/01/2025,5,74.62,USD,NEW,2026-02-06 22:12:47
1501,883,8,06/23/2025,6,46.69,USD,NEW,2026-02-06 22:12:47
1502,2201,6,07/13/2025,2,99.76,EUR,NEW,2026-02-06 22:12:47
1503,1310,7,08/03/2025,5,67.01,EUR,NEW,2026-02-06 22:12:47
1504,1112,8,04/28/2025,7,52.12,CAD,NEW,2026-02-06 22:12:47
1505,2966,9,11/21/2025,1,83.08,USD,NEW,2026-02-06 22:12:47
1506,2816,6,03/16/2025,7,4.68,USD,NEW,2026-02-06 22:12:47
1507,1088,2,12/08/2025,2,50.49,INR,NEW,2026-02-06 22:12:47
1508,408,4,09/05/2025,5,82.84,EUR,NEW,2026-02-06 22:12:47
1509,500,1,08/03/2025,6,11.36,EUR,NEW,2026-02-06 22:12:47
1510,1914,4,01/13/2026,6,47.43,CAD,NEW,2026-02-06 22:12:47
1511,1232,3,07/23/2025,5,15.86,EUR,NEW,2026-02-06 22:12:47
1512,2466,1,05/21/2025,7,73.27,CAD,NEW,2026-02-06 22:12:47
1513,2,10,12/14/2025,10,10.62,EUR,NEW,2026-02-06 22:12:47
1514,2678,2,04/15/2025,6,79.38,USD,NEW,2026-02-06 22:12:47
1515,484,9,10/03/2025,2,94.10,USD,NEW,2026-02-06 22:12:47
1516,15,4,02/07/2025,3,48.88,USD,NEW,2026-02-06 22:12:47
1517,455,4,07/29/2025,4,71.01,USD,NEW,2026-02-06 22:12:47
1518,1695,10,05/24/2025,3,84.75,EUR,NEW,2026-02-06 22:12:47
1519,1029,7,07/16/2025,9,16.55,CAD,NEW,2026-02-06 22:12:47
1520,427,2,09/07/2025,10,31.37,EUR,NEW,2026-02-06 22:12:47
1521,1695,7,01/03/2025,9,6.00,CAD,NEW,2026-02-06 22:12:47
1522,202,10,03/23/2025,5,0.58,USD,NEW,2026-02-06 22:12:47
1523,2266,3,01/23/2025,9,29.65,INR,NEW,2026-02-06 22:12:47
1524,1203,9,08/09/2025,2,28.44,CAD,NEW,2026-02-06 22:12:47
1525,771,1,02/05/2025,1,5.01,CAD,NEW,2026-02-06 22:12:47
1526,1638,2,12/26/2025,10,48.91,INR,NEW,2026-02-06 22:12:47
1527,1393,2,09/02/2025,6,93.75,EUR,NEW,2026-02-06 22:12:47
1528,1271,9,05/20/2025,3,67.17,CAD,NEW,2026-02-06 22:12:47
1529,1028,7,12/18/2025,2,87.94,USD,NEW,2026-02-06 22:12:47
1530,1698,1,05/15/2025,5,63.19,USD,NEW,2026-02-06 22:12:47
1531,2131,7,10/03/2025,2,29.69,CAD,NEW,2026-02-06 22:12:47
1532,2429,6,10/03/2025,10,33.77,USD,NEW,2026-02-06 22:12:47
1533,2836,7,06/19/2025,10,19.22,USD,NEW,2026-02-06 22:12:47
1534,391,5,08/31/2025,2,7.08,EUR,NEW,2026-02-06 22:12:47
1535,2165,5,07/28/2025,2,87.19,EUR,NEW,2026-02-06 22:12:47
1536,1165,3,07/27/2025,7,64.38,EUR,NEW,2026-02-06 22:12:47
1537,2456,5,09/27/2025,4,37.85,CAD,NEW,2026-02-06 22:12:47
1538,1916,4,05/11/2025,4,24.08,USD,NEW,2026-02-06 22:12:47
1539,2620,10,04/21/2025,6,90.87,EUR,NEW,2026-02-06 22:12:47
1540,281,10,10/24/2025,9,82.22,USD,NEW,2026-02-06 22:12:47
1541,610,8,10/16/2025,6,69.78,EUR,NEW,2026-02-06 22:12:47
1542,1670,4,06/30/2025,10,33.54,EUR,NEW,2026-02-06 22:12:47
1543,2630,2,01/27/2025,9,44.30,CAD,NEW,2026-02-06 22:12:47
1544,904,1,06/04/2025,1,73.43,INR,NEW,2026-02-06 22:12:47
1545,1269,6,12/05/2025,4,57.62,INR,NEW,2026-02-06 22:12:47
1546,1405,6,04/04/2025,3,15.16,USD,NEW,2026-02-06 22:12:47
1547,291,3,11/04/2025,9,72.62,INR,NEW,2026-02-06 22:12:47
1548,795,8,03/31/2025,10,96.34,INR,NEW,2026-02-06 22:12:47
1549,1332,2,09/12/2025,5,62.63,INR,NEW,2026-02-06 22:12:47
1550,911,7,05/18/2025,7,36.46,EUR,NEW,2026-02-06 22:12:47
1551,2618,8,09/05/2025,6,57.78,INR,NEW,2026-02-06 22:12:47
1552,1720,1,10/18/2025,7,42.78,CAD,NEW,2026-02-06 22:12:47
1553,1121,8,10/23/2025,2,50.08,EUR,NEW,2026-02-06 22:12:47
1554,2082,7,05/23/2025,10,8.37,EUR,NEW,2026-02-06 22:12:47
1555,246,4,07/06/2025,1,77.92,CAD,NEW,2026-02-06 22:12:47
1556,9,4,12/03/2025,9,22.55,INR,NEW,2026-02-06 22:12:47
1557,672,3,08/09/2025,4,24.77,CAD,NEW,2026-02-06 22:12:47
1558,1148,6,05/21/2025,6,98.04,CAD,NEW,2026-02-06 22:12:47
1559,1388,2,02/22/2025,3,29.15,CAD,NEW,2026-02-06 22:12:47
1560,536,5,08/07/2025,7,89.10,EUR,NEW,2026-02-06 22:12:47
1561,642,3,09/12/2025,10,0.50,USD,NEW,2026-02-06 22:12:47
1562,1029,4,06/26/2025,7,47.91,EUR,NEW,2026-02-06 22:12:47
1563,2940,2,03/16/2025,2,88.00,CAD,NEW,2026-02-06 22:12:47
1564,342,8,02/19/2025,4,29.93,INR,NEW,2026-02-06 22:12:47
1565,2503,9,01/22/2025,4,56.52,CAD,NEW,2026-02-06 22:12:47
1566,782,3,09/28/2025,6,77.17,EUR,NEW,2026-02-06 22:12:47
1567,284,10,11/27/2025,4,75.82,INR,NEW,2026-02-06 22:12:47
1568,52,10,07/27/2025,1,80.24,CAD,NEW,2026-02-06 22:12:47
1569,2671,3,01/05/2026,3,62.38,EUR,NEW,2026-02-06 22:12:47
1570,687,10,03/06/2025,5,97.12,EUR,NEW,2026-02-06 22:12:47
1571,692,5,10/05/2025,8,78.85,CAD,NEW,2026-02-06 22:12:47
1572,1470,7,03/13/2025,7,34.42,CAD,NEW,2026-02-06 22:12:47
1573,963,3,06/29/2025,8,45.99,INR,NEW,2026-02-06 22:12:47
1574,1429,9,12/25/2025,7,68.57,INR,NEW,2026-02-06 22:12:47
1575,1202,4,10/04/2025,3,69.35,EUR,NEW,2026-02-06 22:12:47
1576,1107,2,04/25/2025,10,56.33,INR,NEW,2026-02-06 22:12:47
1577,1491,3,11/15/2025,4,26.70,INR,NEW,2026-02-06 22:12:47
1578,2639,4,01/16/2025,10,85.50,EUR,NEW,2026-02-06 22:12:47
1579,2210,4,06/13/2025,3,70.84,EUR,NEW,2026-02-06 22:12:47
1580,1464,4,10/02/2025,5,90.33,CAD,NEW,2026-02-06 22:12:47
1581,2099,2,05/19/2025,2,25.58,USD,NEW,2026-02-06 22:12:47
1582,2336,10,08/12/2025,1,56.81,EUR,NEW,2026-02-06 22:12:47
1583,2712,8,11/02/2025,9,24.53,INR,NEW,2026-02-06 22:12:47
1584,1132,10,12/25/2025,8,56.89,CAD,NEW,2026-02-06 22:12:47
1585,1471,8,01/25/2025,9,80.02,USD,NEW,2026-02-06 22:12:47
1586,1332,4,09/26/2025,8,39.21,EUR,NEW,2026-02-06 22:12:47
1587,2993,7,10/21/2025,3,25.16,EUR,NEW,2026-02-06 22:12:47
1588,2924,8,07/08/2025,1,4.32,CAD,NEW,2026-02-06 22:12:47
1589,932,5,07/23/2025,1,65.82,USD,NEW,2026-02-06 22:12:47
1590,2546,1,12/24/2025,6,76.44,INR,NEW,2026-02-06 22:12:47
1591,2514,5,03/31/2025,1,23.96,EUR,NEW,2026-02-06 22:12:47
1592,2516,3,01/19/2025,8,55.71,EUR,NEW,2026-02-06 22:12:47
1593,1445,7,05/05/2025,10,18.61,EUR,NEW,2026-02-06 22:12:47
1594,50,7,10/28/2025,6,54.69,EUR,NEW,2026-02-06 22:12:47
1595,2078,9,02/09/2025,4,8.03,CAD,NEW,2026-02-06 22:12:47
1596,2515,4,12/24/2025,5,99.30,INR,NEW,2026-02-06 22:12:47
1597,2105,4,06/13/2025,5,84.97,INR,NEW,2026-02-06 22:12:47
1598,920,8,12/30/2025,4,45.47,INR,NEW,2026-02-06 22:12:47
1599,2035,7,04/20/2025,4,5.61,EUR,NEW,2026-02-06 22:12:47
1600,1713,5,04/26/2025,8,83.40,EUR,NEW,2026-02-06 22:12:47
1601,773,2,09/07/2025,5,64.90,USD,NEW,2026-02-06 22:12:47
1602,1321,4,01/11/2025,3,4.98,EUR,NEW,2026-02-06 22:12:47
1603,1825,10,04/27/2025,2,37.57,INR,NEW,2026-02-06 22:12:47
1604,2236,4,03/15/2025,2,87.47,INR,NEW,2026-02-06 22:12:47
1605,859,3,01/07/2026,9,47.51,EUR,NEW,2026-02-06 22:12:47
1606,1395,1,01/07/2025,7,82.26,USD,NEW,2026-02-06 22:12:47
1607,503,9,03/07/2025,10,53.22,USD,NEW,2026-02-06 22:12:47
1608,1264,8,12/21/2025,6,85.57,EUR,NEW,2026-02-06 22:12:47
1609,1830,10,09/23/2025,7,53.74,EUR,NEW,2026-02-06 22:12:47
1610,1960,7,05/02/2025,6,43.32,EUR,NEW,2026-02-06 22:12:47
1611,327,8,03/03/2025,9,98.13,USD,NEW,2026-02-06 22:12:47
1612,2100,9,07/11/2025,8,93.32,USD,NEW,2026-02-06 22:12:47
1613,2412,8,05/28/2025,5,55.15,CAD,NEW,2026-02-06 22:12:47
1614,2925,1,09/05/2025,2,85.90,CAD,NEW,2026-02-06 22:12:47
1615,306,5,08/13/2025,2,37.31,INR,NEW,2026-02-06 22:12:47
1616,657,9,01/05/2026,7,82.19,INR,NEW,2026-02-06 22:12:47
1617,1437,10,05/30/2025,2,68.91,USD,NEW,2026-02-06 22:12:47
1618,2497,7,03/22/2025,9,11.77,USD,NEW,2026-02-06 22:12:47
1619,684,10,07/17/2025,5,17.29,USD,NEW,2026-02-06 22:12:47
1620,2375,8,01/28/2025,2,76.74,CAD,NEW,2026-02-06 22:12:47
1621,1218,4,10/27/2025,9,49.94,CAD,NEW,2026-02-06 22:12:47
1622,889,9,05/02/2025,3,89.44,CAD,NEW,2026-02-06 22:12:47
1623,1743,8,05/25/2025,3,3.70,USD,NEW,2026-02-06 22:12:47
1624,1804,5,09/17/2025,6,18.92,CAD,NEW,2026-02-06 22:12:47
1625,1047,6,10/12/2025,8,32.01,USD,NEW,2026-02-06 22:12:47
1626,815,7,06/17/2025,9,28.86,EUR,NEW,2026-02-06 22:12:47
1627,1622,3,01/26/2025,4,27.06,USD,NEW,2026-02-06 22:12:47
1628,32,6,07/14/2025,10,88.23,INR,NEW,2026-02-06 22:12:47
1629,251,9,01/01/2025,4,92.19,USD,NEW,2026-02-06 22:12:47
1630,2364,7,10/17/2025,4,37.70,CAD,NEW,2026-02-06 22:12:47
1631,261,10,09/12/2025,9,65.13,EUR,NEW,2026-02-06 22:12:47
1632,38,7,05/14/2025,10,48.06,EUR,NEW,2026-02-06 22:12:47
1633,1452,5,06/24/2025,3,40.12,EUR,NEW,2026-02-06 22:12:47
1634,1704,9,09/20/2025,3,44.92,USD,NEW,2026-02-06 22:12:47
1635,423,7,01/29/2025,9,25.97,CAD,NEW,2026-02-06 22:12:47
1636,677,3,11/10/2025,6,74.16,USD,NEW,2026-02-06 22:12:47
1637,2236,7,05/14/2025,9,54.12,CAD,NEW,2026-02-06 22:12:47
1638,888,5,06/29/2025,9,65.37,EUR,NEW,2026-02-06 22:12:47
1639,2817,10,09/04/2025,3,90.28,USD,NEW,2026-02-06 22:12:47
1640,2145,3,06/16/2025,5,86.76,CAD,NEW,2026-02-06 22:12:47
1641,2749,10,10/14/2025,10,64.31,CAD,NEW,2026-02-06 22:12:47
1642,1051,9,04/20/2025,2,87.17,CAD,NEW,2026-02-06 22:12:47
1643,2875,2,01/09/2025,9,99.32,USD,NEW,2026-02-06 22:12:47
1644,852,6,05/12/2025,8,75.03,CAD,NEW,2026-02-06 22:12:47
1645,2767,3,06/30/2025,6,18.67,INR,NEW,2026-02-06 22:12:47
1646,1821,1,07/09/2025,8,37.72,EUR,NEW,2026-02-06 22:12:47
1647,1512,7,02/13/2025,10,43.70,EUR,NEW,2026-02-06 22:12:47
1648,231,5,11/03/2025,5,19.32,CAD,NEW,2026-02-06 22:12:47
1649,237,2,09/06/2025,5,95.14,EUR,NEW,2026-02-06 22:12:47
1650,2467,8,09/02/2025,3,77.69,INR,NEW,2026-02-06 22:12:47
1651,1300,4,10/05/2025,9,47.22,USD,NEW,2026-02-06 22:12:47
1652,2424,4,08/05/2025,2,15.47,CAD,NEW,2026-02-06 22:12:47
1653,1104,3,10/07/2025,6,26.35,EUR,NEW,2026-02-06 22:12:47
1654,841,7,11/04/2025,4,17.07,INR,NEW,2026-02-06 22:12:47
1655,1673,7,11/05/2025,7,45.10,CAD,NEW,2026-02-06 22:12:47
1656,1824,2,05/07/2025,2,64.13,USD,NEW,2026-02-06 22:12:47
1657,2407,4,11/16/2025,7,56.41,CAD,NEW,2026-02-06 22:12:47
1658,2990,8,12/26/2025,3,20.67,CAD,NEW,2026-02-06 22:12:47
1659,1882,8,11/13/2025,4,13.45,CAD,NEW,2026-02-06 22:12:47
1660,158,4,05/15/2025,10,71.59,EUR,NEW,2026-02-06 22:12:47
1661,361,10,10/12/2025,10,29.23,CAD,NEW,2026-02-06 22:12:47
1662,2068,2,09/18/2025,10,98.06,USD,NEW,2026-02-06 22:12:47
1663,994,2,01/30/2025,3,70.70,USD,NEW,2026-02-06 22:12:47
1664,1563,6,04/04/2025,2,43.11,USD,NEW,2026-02-06 22:12:47
1665,2246,3,12/18/2025,8,53.90,CAD,NEW,2026-02-06 22:12:47
1666,2159,10,03/26/2025,5,15.65,INR,NEW,2026-02-06 22:12:47
1667,1500,6,02/08/2025,5,89.14,INR,NEW,2026-02-06 22:12:47
1668,100,9,05/02/2025,6,70.62,INR,NEW,2026-02-06 22:12:47
1669,2094,8,12/27/2025,3,24.85,EUR,NEW,2026-02-06 22:12:47
1670,2094,3,07/18/2025,8,9.50,USD,NEW,2026-02-06 22:12:47
1671,2088,8,01/21/2025,10,91.75,EUR,NEW,2026-02-06 22:12:47
1672,1411,5,01/03/2025,1,47.53,CAD,NEW,2026-02-06 22:12:47
1673,2586,4,10/05/2025,4,51.28,USD,NEW,2026-02-06 22:12:47
1674,2820,5,01/08/2026,8,93.99,CAD,NEW,2026-02-06 22:12:47
1675,452,1,06/08/2025,1,55.64,USD,NEW,2026-02-06 22:12:47
1676,1909,8,07/05/2025,8,29.51,USD,NEW,2026-02-06 22:12:47
1677,1226,3,11/01/2025,10,38.12,INR,NEW,2026-02-06 22:12:47
1678,1252,3,07/17/2025,4,27.58,INR,NEW,2026-02-06 22:12:47
1679,2841,10,10/04/2025,4,55.52,CAD,NEW,2026-02-06 22:12:47
1680,6,5,01/31/2025,1,27.67,CAD,NEW,2026-02-06 22:12:47
1681,1835,4,01/31/2025,10,98.69,CAD,NEW,2026-02-06 22:12:47
1682,1271,5,02/14/2025,2,95.42,INR,NEW,2026-02-06 22:12:47
1683,935,5,10/13/2025,6,42.24,CAD,NEW,2026-02-06 22:12:47
1684,577,4,08/29/2025,3,98.16,CAD,NEW,2026-02-06 22:12:47
1685,2678,6,04/13/2025,9,42.10,CAD,NEW,2026-02-06 22:12:47
1686,2810,5,09/11/2025,3,83.02,CAD,NEW,2026-02-06 22:12:47
1687,2160,10,12/13/2025,5,80.95,INR,NEW,2026-02-06 22:12:47
1688,2361,2,07/20/2025,4,24.03,CAD,NEW,2026-02-06 22:12:47
1689,331,10,01/02/2025,9,35.77,CAD,NEW,2026-02-06 22:12:47
1690,1655,10,07/17/2025,2,29.10,EUR,NEW,2026-02-06 22:12:47
1691,2605,1,01/12/2026,4,27.17,INR,NEW,2026-02-06 22:12:47
1692,1060,7,10/05/2025,2,42.36,EUR,NEW,2026-02-06 22:12:47
1693,1461,7,03/20/2025,8,20.22,USD,NEW,2026-02-06 22:12:47
1694,2373,7,05/04/2025,8,60.38,EUR,NEW,2026-02-06 22:12:47
1695,1641,5,08/08/2025,6,52.00,INR,NEW,2026-02-06 22:12:47
1696,2640,4,06/24/2025,9,74.75,INR,NEW,2026-02-06 22:12:47
1697,1081,2,12/23/2025,9,85.87,EUR,NEW,2026-02-06 22:12:47
1698,2169,3,04/03/2025,5,66.45,INR,NEW,2026-02-06 22:12:47
1699,2713,3,12/11/2025,6,25.23,EUR,NEW,2026-02-06 22:12:47
1700,1694,3,02/28/2025,10,53.84,CAD,NEW,2026-02-06 22:12:47
1701,334,6,08/31/2025,8,30.68,CAD,NEW,2026-02-06 22:12:47
1702,1725,7,01/06/2025,9,46.67,INR,NEW,2026-02-06 22:12:47
1703,2212,5,12/29/2025,3,62.60,EUR,NEW,2026-02-06 22:12:47
1704,1659,10,10/14/2025,4,76.85,CAD,NEW,2026-02-06 22:12:47
1705,2282,5,10/03/2025,9,38.93,INR,NEW,2026-02-06 22:12:47
1706,1760,9,01/25/2025,9,23.74,USD,NEW,2026-02-06 22:12:47
1707,11,3,04/13/2025,4,96.76,EUR,NEW,2026-02-06 22:12:47
1708,135,7,06/15/2025,1,44.64,INR,NEW,2026-02-06 22:12:47
1709,2027,3,01/21/2025,6,89.12,EUR,NEW,2026-02-06 22:12:47
1710,1331,8,07/24/2025,2,34.67,EUR,NEW,2026-02-06 22:12:47
1711,991,10,06/14/2025,8,25.96,CAD,NEW,2026-02-06 22:12:47
1712,226,9,12/30/2025,8,73.05,USD,NEW,2026-02-06 22:12:47
1713,2704,9,07/31/2025,3,40.34,INR,NEW,2026-02-06 22:12:47
1714,2807,5,02/03/2025,5,3.09,USD,NEW,2026-02-06 22:12:47
1715,1536,4,02/16/2025,4,29.81,EUR,NEW,2026-02-06 22:12:47
1716,321,4,10/06/2025,1,4.00,CAD,NEW,2026-02-06 22:12:47
